"CSA_AA.Entire_Root_.Mexican_Pop._1." "CSA_AB.Entire_Root_.Mexican_Pop._2." "CSA_AC.Entire_Root_.Mexican_Pop._3." "CSA_AD.Entire_Petioles_.Mexican_Pop._1." "CSA_AF.Buds_.Mexican_Pop._1." "CSA_AG.Buds_.Mexican_Pop._3." "CSA_AH.Mature_Flower_.Mexican_Pop._1." "CSA_AI.Mature_Flower_.Mexican_Pop._2." "CSA_AJ.Mature_Flower_.Mexican_Pop._3." "CSA_AK.Young_Leaf_.Mexican_Pop._1." "CSA_AL.Young_Leaf_.Mexican_Pop._2." "CSA_AM.Young_Leaf_.Mexican_Pop._3." "CSA_AN.Mature_Leaf_.Mexican_Pop._2." "CSA_AO.Entire_Primary_Stem_.Mexican_Pop._3." "CSA_AP.Buds_.Mexican_Pop._2." "CSA_AQ.Mature_Leaf_.Mexican_Pop._1." "CSA_AR.Mature_Leaf_.Mexican_Pop._3."
"25801_iso_1_len_307_ver_2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"25807_iso_1_len_1373_ver_2" 1.27 1.12 1.7 1.19 1.7 0 0.71 0 1.32 0 5.49 2.01 0 0 0 2.42 1.04
"25808_iso_1_len_1002_ver_2" 0 0 0 0.75 21.87 34.69 13.06 17.57 32.06 6.09 3.92 4.36 1.8 0.91 33.37 8.98 16.86
"2580_iso_2_len_3099_ver_2" 4.07 4.59 4.58 8.27 15.94 9.99 23.75 19.22 24.81 62.29 60.11 68.12 76.81 6.65 11.24 83.12 52.28
"25813_iso_5_len_1066_ver_2" 23.37 21.9 16.17 7.08 4.02 2.24 4.62 3.64 5.37 0 3.45 1.39 2.12 17.43 4.38 2.33 3.1
"25815_iso_1_len_1242_ver_2" 0 0 0 1.26 30.72 49.95 16.69 22.09 45.05 9.06 7.46 5.88 3.71 0.61 40.84 14.24 19.96
"25817_iso_1_len_615_ver_2" 0 0 0 1.94 48.25 87.24 31.17 37.51 54.75 11.01 11.02 11.39 9.59 1.51 59.7 16.88 33.42
"25818_iso_1_len_286_ver_2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2581_iso_5_len_2989_ver_2" 8.14 7.16 8.06 2.97 29.36 12.41 27.86 32.84 24.68 23.13 43.57 23.14 23.95 2.05 23.02 24.1 19.89
"25820_iso_1_len_922_ver_2" 0 0 0 0 9.45 15.07 13.71 15.87 10.36 3.22 0 3.67 2.58 0 7.43 3.02 2.64
"25821_iso_1_len_479_ver_2" 0 0 0 0 0 0 2.97 2.74 0 0 0 0 0 0 0 0 0
"25822_iso_1_len_607_ver_2" 1.66 1.36 2.12 0 2.58 0 2.3 2.95 0 0 0 0 2.29 1.4 6.39 0 0
"25824_iso_1_len_986_ver_2" 0 0 0 0 12.44 19.73 8.93 14.11 22.24 5.66 0 5.44 4.36 0 23.48 7.48 10.65
"25825_iso_1_len_290_ver_2" 111.16 112.94 91.83 18.67 0 0 0 0 0 0 0 5.62 8.53 45.41 0 0 5
"25827_iso_1_len_491_ver_2" 4.6 4.84 4.81 3.92 5.83 0 0 0 0 0 0 0 0 4 0 3.04 3.5
"25828_iso_1_len_742_ver_2" 0 0 0 0 19.38 40.52 10.56 24.15 27.71 5.94 0 6.23 0 0 76.59 1.31 9.79
"2582_iso_1_len_3181_ver_2" 19.48 21.62 18.15 26.62 29.17 20.36 27.7 27.17 26.56 28.35 33.91 28.68 32.34 31.01 27.2 37.89 29.39
"25830_iso_3_len_502_ver_2" 0 0 0 0 2.11 0 3.29 3.61 0 0 0 3.28 3.27 0 12.79 0 0
"25833_iso_2_len_1520_ver_2" 13.31 11.57 11.84 2.46 3.99 1.04 3.11 2.59 2.91 1.59 0 1.81 2.35 3.84 1.73 3.42 1.22
"25834_iso_1_len_293_ver_2" 0 0 0 0 10.29 13.91 3.68 3.99 11.98 0 0 0 0 0 8.02 6.79 6.59
"25837_iso_2_len_681_ver_2" 1.78 0 1.88 1.64 3.36 0 3.63 4.28 2.4 0 0 1.7 0 2.94 2.74 0 0
"2583_iso_1_len_3636_ver_2" 16.1 12.46 12.52 6.16 1.26 0.32 0.91 1.14 0.49 0.23 1.12 0.24 0.45 3.02 0.71 1.13 0.47
"25843_iso_1_len_738_ver_2" 0 0 0 0 17.52 27.78 13.54 14.15 20.31 7.41 6.06 3.95 3.26 0 11.8 7.88 11.67
"25846_iso_1_len_413_ver_2" 2.68 0 2.6 2.28 0 0 5.03 3.47 0 6.66 0 5.57 7.49 0 0 0 0
"25847_iso_1_len_325_ver_2" 4.89 3.58 3.91 4.11 3.73 0 7.31 3.87 4.57 0 0 4.94 4.5 4.27 0 0 4.03
"2584_iso_1_len_1538_ver_2" 29.82 30.91 30.61 19.95 31.96 20.36 36.75 36.98 25.72 22.95 16.55 22.96 25.99 23.87 25.25 22.94 16.74
"25852_iso_1_len_2351_ver_2" 8.71 5.51 7.53 2.32 1.24 1.28 0.85 0.73 1.72 2.54 4.61 3.15 2.07 0.66 1.21 2.28 1.8
"25856_iso_1_len_401_ver_2" 0 0 0 0 0 0 0 0 0 0 36.83 4.44 0 0 0 0 0
"25859_iso_2_len_563_ver_2" 0 0 0 0 0 0 2.36 0 2.51 38.83 28.24 42.79 3.72 0 0 7.69 44.17
"2585_iso_1_len_3921_ver_2" 7.97 8.44 8.27 10.28 8.2 7.71 12.3 11.55 9.72 8.66 8.05 9.8 7.7 9.72 12.94 6.85 6.97
"25862_iso_1_len_683_ver_2" 0 0 0 2.35 33 77.7 20.67 20.99 60.97 12.19 16.08 9.61 7.57 0 62.48 26.94 40.93
"25863_iso_1_len_446_ver_2" 0 0 0 0 0 0 0 2.51 0 0 0 0 0 0 0 0 0
"25865_iso_1_len_414_ver_2" 0 0 0 0 36.62 53.49 24.5 20.27 43.46 15.95 6.24 9.34 2.87 0 66.21 17.28 31.44
"25866_iso_1_len_290_ver_2" 0 3.31 3.26 13.74 0 0 0 0 0 0 0 0 0 19.99 0 0 0
"25867_iso_1_len_528_ver_2" 0 0 0 1.34 11.59 23.18 6.98 9.51 28.05 4.43 0 3.69 0 0 24.97 10.49 14.25
"25868_iso_1_len_785_ver_2" 4.51 2.08 5.05 1.19 1.97 0 2.83 3.38 0 2.69 4.42 5.17 1.45 0 0 0 0
"25869_iso_1_len_351_ver_2" 0 0 0 5.86 0 0 0 0 0 0 8.98 0 3.44 5.07 0 3.21 5.72
"25870_iso_1_len_437_ver_2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"25877_iso_1_len_309_ver_2" 5.67 5.68 3.37 5.6 0 0 0 0 0 0 0 0 0 5.11 0 0 0
"2587_iso_2_len_1687_ver_2" 12.95 13.08 13.4 14.18 9.73 7.08 15.48 16.88 11.13 12.43 11.76 15.43 15.59 17.03 12.34 12.93 10.52
"25880_iso_1_len_651_ver_2" 0 0 0 1.08 24.47 31.9 14.62 15.99 22.81 9.55 0 5.13 2.48 0 18.8 5.1 2.25
"25881_iso_1_len_887_ver_2" 1.35 0 0.89 1.79 0 0 3.27 2.64 1.3 1.97 0 2.59 2.18 1.29 0 1.08 0
"25886_iso_1_len_710_ver_2" 3.21 3.47 4.04 4.12 4.38 3.43 3.04 3.47 1.97 0 7.37 2.13 1.62 3.46 3.79 3.01 7.73
"25887_iso_1_len_508_ver_2" 0 0 0 0 19.16 32.84 14.08 19.82 20.58 5.33 0 5.06 2.76 0 20.35 4.29 9.9
"2588_iso_5_len_1690_ver_2" 69.64 61.82 63.75 14.95 34.81 28.59 34.93 32.05 26.44 12.3 19.9 19.46 16.81 27.9 20.94 15.81 21.2
"25890_iso_1_len_296_ver_2" 0 0 0 0 18.89 18.05 10.15 10.45 17.28 0 0 4.25 4.75 0 17.99 4.81 9.73
"25891_iso_1_len_332_ver_2" 0 0 0 2.67 0 0 3.2 0 0 0 0 0 0 0 0 0 0
"25893_iso_1_len_468_ver_2" 0 0 0 0 27.97 25.49 9.46 14.72 19.92 13.58 6.01 4.64 0 0 19.42 7.46 5.41
"25895_iso_1_len_528_ver_2" 6.03 6.2 3.68 6.32 0 0 0 2.66 0 0 0 0 0 25.16 0 0 0
"25897_iso_1_len_341_ver_2" 3.53 2.12 2.72 4.11 0 0 0 0 0 0 0 0 0 0 0 0 3.48
"2589_iso_4_len_1455_ver_2" 89.88 101.96 73.65 155.62 127.32 75.05 85.85 81.52 105.07 76.42 110.63 83.69 93.52 158.72 91.79 115.16 120.43
"258_iso_6_len_1242_ver_2" 156.54 152.99 146.15 103.43 67.98 46.32 95.04 77.54 82.95 201.24 145.45 220.96 327.4 88.12 61.97 174.98 134.86
"25903_iso_1_len_496_ver_2" 0 0 0 0 23.07 39.82 21.74 38.43 17.51 6.19 0 4.15 0 0 10.31 0 3.46
"25904_iso_1_len_418_ver_2" 19.59 18.15 12.84 4.49 11.82 4.69 10.5 14.68 11.26 5.26 0 8.99 5.97 8.95 16.86 7.47 0
"25909_iso_1_len_591_ver_2" 1.34 1.75 2.18 1.67 0 0 1.84 2.7 0 0 0 0 0 0 4.6 0 0
"25911_iso_1_len_359_ver_2" 0 0 0 0 8.2 0 5.87 0 5.8 0 0 0 0 0 7.52 0 0
"25912_iso_1_len_709_ver_2" 3.01 5.98 2.58 2.56 3.8 0 4.13 3.62 3.45 0 0 0 0 0 3.08 0 0
"25913_iso_1_len_954_ver_2" 11.49 10.9 10.55 21.21 5.79 5.87 5.9 3.78 5.06 12.99 10.57 11.36 12.82 20.34 3.72 10.66 25.51
"25917_iso_1_len_258_ver_2" 0 0 0 0 18.51 50.82 12.76 17.2 22.51 0 0 0 3.41 0 14.18 2.89 14.76
"25918_iso_1_len_726_ver_2" 13.9 15.34 16 14.01 19.25 13.39 14.51 14.39 13.61 10.7 14.73 8.18 7.73 14.69 11.65 13.77 14.03
"2591_iso_3_len_1936_ver_2" 23.3 24.58 23.84 27.43 23.4 19.48 26.87 25.98 27.97 32.31 35.53 38.27 29.34 30.67 20.03 24.32 33.21
"25921_iso_1_len_432_ver_2" 0 0 0 0 14.38 16.81 16.76 19.12 16.15 0 0 3.37 5.21 0 11.66 5.35 10.45
"25922_iso_1_len_384_ver_2" 3.29 3.54 2.6 2.85 5.64 0 5.03 5.37 5.7 7.7 0 5.48 4.68 4.18 0 7.14 10.36
"25924_iso_1_len_851_ver_2" 11.61 6.62 10.4 4.96 2.42 0 7.18 12.76 1.9 0 0 0 0 0 2.09 0 0
"25925_iso_1_len_1108_ver_2" 0 0 0 0.99 12.5 26.35 12.9 12.68 29.62 7.21 4.42 4.38 5.29 0 25.47 13.95 15.6
"25926_iso_1_len_316_ver_2" 3.84 2.77 2.69 2.35 0 0 0 0 0 0 0 0 0 3.11 0 0 0
"25928_iso_1_len_675_ver_2" 0 0 0 3.21 15.09 24.48 6.06 6.6 22.13 0 0 2.84 0 1.25 21.91 7.65 10.82
"25929_iso_1_len_363_ver_2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2592_iso_2_len_2533_ver_2" 53.03 45.52 43.85 32.01 16.47 17.14 20.42 18.76 17.92 17.11 17.27 25.22 19.79 38.65 23.16 22.28 23.74
"25930_iso_1_len_874_ver_2" 0 0 0 1.03 17.39 24.2 8.64 14.09 22.56 3.41 5.93 3.65 1.56 0 30.24 6.17 15.88
"25933_iso_1_len_1492_ver_2" 3.16 2.19 2.03 4.01 3.45 2.91 2.92 2.77 2.51 3.35 3.25 3.09 1.42 2.96 2.93 4.7 3.73
"25939_iso_1_len_667_ver_2" 0 0 0 1.68 22.61 38.61 12.28 11.13 44.83 5.05 5.24 6.06 2.76 2.31 58.85 9.79 23.93
"2593_iso_1_len_2075_ver_2" 34.06 37.04 34.56 48.56 56.63 32.9 55.53 51.41 38.56 25.65 23.47 27.21 37.93 48.18 40.81 31.27 29.9
"25941_iso_1_len_307_ver_2" 0 0 0 5.11 6.87 0 3.22 0 0 0 0 0 0 0 6.71 3.73 0
"25946_iso_1_len_1344_ver_2" 19.5 18.44 15.63 19.16 0.98 0 0.84 0.86 1.02 0 4.34 2.42 5.17 11.72 0 4.66 3.09
"25948_iso_1_len_1195_ver_2" 0 0 0 0 13.94 26.59 13.39 15.13 15.08 5.37 3.47 4.46 3.57 0 15.15 6.06 7.35
"2594_iso_3_len_679_ver_2" 64.92 77.13 58.91 72.97 76.82 58.44 52.63 43.11 61.52 63.69 92.27 59.18 78.21 86.37 68.73 109.72 113.3
"25951_iso_1_len_692_ver_2" 9.06 4.85 5.99 1.61 2.7 2.74 4.57 5 7.07 25.59 16.22 21.43 43.48 0 0 46.11 19.46
"25952_iso_1_len_308_ver_2" 0 0 0 0 11.53 13.15 12.84 14.06 8.49 0 0 3.85 0 0 4.9 0 0
"25953_iso_1_len_559_ver_2" 0 0 0 0 11.47 19.11 6.7 5.91 17.1 0 0 2.19 0 0 16.28 6.34 8.33
"25955_iso_1_len_1475_ver_2" 12.88 9.94 10.68 4.15 3.97 2.14 5.65 6.52 6.23 13.44 7.9 15.57 4.77 1.01 6.1 2.76 15.03
"25956_iso_1_len_857_ver_2" 3.38 2.45 2.69 6.78 4.68 1.88 4.1 3.54 4.85 2.66 4.9 1.4 2.52 8.26 6.53 6.18 6.87
"25957_iso_1_len_720_ver_2" 0 0 0 0 24.17 38.63 18.06 19.17 26.34 5.64 4.49 6.15 3.82 0 29.91 7.82 17.26
"2595_iso_1_len_3603_ver_2" 19.21 20.45 19.36 39.43 21.27 20.01 32.99 34.61 21.62 16.75 15.81 21.87 16.4 24.66 23.61 12.39 16.47
"25961_iso_1_len_374_ver_2" 52.01 58.22 57.77 10.74 79.83 84 59.51 66.04 42.38 9.9 12.55 5.92 0 52.25 30.89 5.17 13.81
"25962_iso_1_len_1052_ver_2" 0 0 0 8.35 2.13 1.39 2.81 3.23 3.92 4.8 27.25 7.35 8.47 9.19 0 10.54 6.81
"25963_iso_1_len_494_ver_2" 3.39 1.98 1.65 0 0 0 0 0 0 0 0 2.09 0 0 0 0 0
"25964_iso_3_len_337_ver_2" 309.04 393.94 262.55 1548.58 27.04 11.46 5.57 8.37 45.73 49.73 123.64 47.48 104.15 3025.22 33.45 265.31 179.93
"25966_iso_1_len_359_ver_2" 0 0 0 0 21.56 42.35 16.02 15.9 28.31 7.77 0 5.31 6.05 0 36.83 12.81 9.85
"2596_iso_2_len_844_ver_2" 24.01 22.51 18.44 32.05 20.35 19.38 17.56 11.71 24.22 21.41 30.15 28.3 20.63 28.34 26.23 40.66 35.83
"25970_iso_1_len_601_ver_2" 3.23 3.1 2.54 0 4.87 2.5 2.59 3.81 2.93 0 4.6 2.2 0 2.71 4.09 0 3.76
"25973_iso_1_len_412_ver_2" 0 0 0 0 15.41 31.99 9.5 11.43 14.07 4.45 0 3.3 3.18 0 13.57 8.08 12.7
"25975_iso_1_len_836_ver_2" 0 0 0 1.32 33.35 59.51 18.56 23.43 52.93 11.13 5.03 8.25 6.4 1.19 55.43 21.45 49.09
"25978_iso_1_len_420_ver_2" 0 0 0 0 0 0 2.09 0 0 0 0 2.48 4.24 0 0 0 0
"2597_iso_1_len_4214_ver_2" 34.32 34.04 32.02 55.87 25.38 18.96 27.01 28.68 21.93 21.67 35.11 24.14 21.16 41.63 37.13 17.04 15.67
"25985_iso_1_len_381_ver_2" 0 0 0 12.63 135.11 402.25 57.47 63.89 120.1 28.14 50.57 30.96 14.48 8.85 73.21 45.59 138.05
"25986_iso_1_len_1563_ver_2" 8.82 8.86 11.61 5.99 1.48 1.18 3.21 0 6.31 5.95 2.95 7.34 1.29 2.73 3.04 0.97 7.26
"25987_iso_1_len_455_ver_2" 1.77 0 0 0 0 0 3.83 4.02 0 0 0 2.28 0 1.74 0 2.2 0
"2598_iso_5_len_3066_ver_2" 98.26 100.04 99.9 309.05 51.89 37.42 68.55 63.49 50.23 113.5 53.96 105.88 186.44 291.64 45.88 173.42 84.63
"25992_iso_1_len_358_ver_2" 0 0 0 0 21.93 32.96 26.02 29.72 22.92 0 0 5.33 4.38 0 26.76 8.57 5.93
"25997_iso_1_len_1130_ver_2" 0 0 0 2.97 48.72 83.22 30.1 37.37 67.86 16.74 5.41 11.2 6.18 0.73 60.17 19.58 25.8
"2599_iso_2_len_2159_ver_2" 12.15 13.05 13.42 17.28 22.67 16.28 23.01 23.43 20.03 26.22 21.76 27.35 19.78 15 21.49 19.63 24.65
"259_iso_9_len_3783_ver_2" 45.22 38.65 43.84 53.9 44.18 29.72 69.91 73.25 39.85 41.45 30.04 53.42 43.98 45.94 42.84 30.2 33.84
"25_iso_3_len_4500_ver_2" 20.18 19.81 16.23 23.33 19.07 16.7 22.06 18.76 19.54 18.09 17.22 23.61 24.66 26.85 18.12 24.24 19.88
"26000_iso_1_len_830_ver_2" 0 0 0 0 16.24 41.86 10.5 14.04 26.74 3.17 2.98 3.98 0 0 26.24 3.25 15.28
"26005_iso_1_len_1312_ver_2" 22.8 20.03 22.19 6.08 1.62 0 1.15 1.25 0 0 0 0.75 0 4.4 0 0.8 0
"26007_iso_1_len_715_ver_2" 2.69 3.25 5.35 1.17 0 0 0 0 0 0 0 0 0 0 0 0 0
"26008_iso_1_len_310_ver_2" 0 0 4.67 2.41 0 0 8.5 7.49 0 0 0 6.26 0 0 0 0 0
"2600_iso_8_len_1096_ver_2" 117.2 119.75 104.62 130.71 72.03 100.66 55.85 43.61 73.16 70.54 100.25 94.92 69.3 98.65 38.75 108.8 132.91
"26011_iso_1_len_669_ver_2" 1.6 1.74 1.19 1.25 0 0 1.39 2.07 0 0 0 2.11 2.41 2.3 0 2.04 0
"26016_iso_1_len_346_ver_2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.76
"2601_iso_1_len_3821_ver_2" 14.56 16.92 16.76 34.18 26.22 18.99 40.54 47.48 23.97 20.23 17.34 21.88 21.39 29.54 27.35 15.39 15.72
"26020_iso_1_len_517_ver_2" 0 0 0 0 0 0 2.28 0 0 9.41 11.78 9.73 11.08 0 0 19.92 23.86
"26024_iso_1_len_1128_ver_2" 4.83 3.39 4.78 5.1 3.16 0 1.81 1.2 1.93 0 0 1.58 1 6.15 2.12 0 0
"26025_iso_1_len_444_ver_2" 0 0 0 1.62 19.5 42.99 11.8 16.73 38.66 8.62 6.36 5.85 0 0 36.34 14.67 15.09
"26026_iso_1_len_450_ver_2" 3.42 2.97 0 8.78 5.69 4.95 1.76 0 4 0 6.27 3.69 0 7.56 0 4.23 8.72
"26028_iso_1_len_657_ver_2" 0 0 0 2.24 55.13 98.7 24.7 28.38 64.8 11.35 9.9 8.68 9.38 0 63.36 23.64 34.49
"2602_iso_3_len_1481_ver_2" 0 0 0 0 21.55 8.53 55.33 35.9 25.2 15.01 4.42 9.28 122.02 0.91 13.5 103.37 6.19
"2603_iso_1_len_2285_ver_2" 10.54 10.7 9.1 18.08 20.26 14.69 32.47 28.71 21.62 34.7 29.81 39.03 28.33 19.49 22.41 26.22 29.72
"26041_iso_1_len_596_ver_2" 3.98 2.32 2.56 0 2.63 0 5.09 6.19 0 4.79 0 3.58 3.69 0 2.39 0 0
"26043_iso_1_len_328_ver_2" 0 0 0 0 3.69 0 3.99 3.83 0 0 0 0 0 0 0 0 0
"26044_iso_1_len_328_ver_2" 0 0 0 2.26 0 0 0 0 0 0 0 0 3.71 0 0 0 0
"26045_iso_1_len_318_ver_2" 4.77 3.21 0 4.68 0 0 0 0 0 0 0 0 0 8.75 0 0 0
"26046_iso_1_len_562_ver_2" 2.44 1.6 0 0 1.87 0 1.81 0 2.31 0 0 0 2.07 1.8 2.54 4.2 2.83
"26047_iso_1_len_463_ver_2" 3.79 3.34 3.71 0 0 0 0 0 0 0 0 0 0 0 0 0 3.73
"26049_iso_1_len_385_ver_2" 0 0 0 0 12.09 15.39 10.65 13.11 22.1 7.19 0 7.38 4.04 0 19.48 4.48 11.85
"2604_iso_1_len_3268_ver_2" 19.67 15.28 15.85 19.89 21.79 11.62 27.61 28.99 19.6 11.19 12.02 12.25 9.15 28.85 22.43 10.7 10
"26050_iso_1_len_1398_ver_2" 0 0 0 1.8 67.01 89.41 69.61 83.13 90.2 20.37 8 16.52 6.56 1.18 28.65 3.12 13.53
"26052_iso_1_len_342_ver_2" 2.31 2.01 3.45 3.45 0 0 0 0 0 0 0 0 0 2.14 0 0 0
"26054_iso_1_len_730_ver_2" 1.46 0 0 3.05 0 0 0 0 0 0 0 1.93 0 1.58 0 1.73 0
"26055_iso_1_len_321_ver_2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"26058_iso_1_len_362_ver_2" 0 0 2.31 4.05 3.61 0 2.24 0 0 0 0 0 0 0 0 0 0
"26059_iso_1_len_478_ver_2" 0 0 0 0 14 18.83 34.18 46.76 18.72 10.62 0 9.07 3.93 0 11.83 0 0
"2605_iso_10_len_1259_ver_2" 97.68 105.41 101.47 143.02 96.77 83.07 103.3 88.19 109.93 117.64 148.08 117.68 127.38 135.66 83.74 147.63 147.01
"26062_iso_1_len_313_ver_2" 0 0 0 0 12.74 15.68 18.13 21.89 5.96 6.03 0 4.47 0 0 8.75 3.65 0
"26064_iso_1_len_309_ver_2" 4.43 5.21 4.69 3.14 0 0 0 0 0 0 0 0 0 0 0 0 0
"26065_iso_1_len_825_ver_2" 0 0 0 1.09 33.44 60.18 25.95 34.56 40.08 21.28 11.39 8.97 7.59 0 46.16 10.88 3.51
"26066_iso_2_len_455_ver_2" 6.76 5.72 8.29 8.36 5.16 2.9 4.01 4.02 6.32 4.8 9.01 4.1 0 6.25 4.93 5.6 0
"26067_iso_1_len_867_ver_2" 78 73.95 59.72 167.2 3.55 0 2.2 2.71 1.6 2.63 5.98 3.11 10.62 56.96 0 4 4.74
"26068_iso_1_len_403_ver_2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2606_iso_9_len_1492_ver_2" 127.19 119.12 130.56 92.39 66.82 57.31 93.68 81.64 61.81 118.93 73.02 130.58 120.05 76.17 59.22 79.06 85.61
"26077_iso_1_len_447_ver_2" 5.58 2.52 6.06 2.57 0 0 0 0 0 0 0 0 0 0 0 2.46 0
"2607_iso_7_len_958_ver_2" 205.91 258.22 240.48 249.74 144.85 80.61 101.16 88.25 92.01 78.16 92.13 67.99 86.5 338.88 69.79 92.31 93.06
"26080_iso_1_len_2869_ver_2" 9.08 9.12 8.56 6.77 0 0 0 0 0 0.65 0.92 0.71 2.08 5.88 0 0.72 0
"26084_iso_1_len_481_ver_2" 0 0 0 0 0 0 0 0 4.96 0 0 0 0 0 3.01 0 0
"26085_iso_1_len_505_ver_2" 2.73 3.46 0 1.97 0 0 0 0 0 0 0 0 0 3.57 3.11 4.91 0
"26087_iso_1_len_1075_ver_2" 1.11 1 1.6 3.25 1.71 1.48 2.46 2.62 2.13 3.4 0 2.86 4.41 3.72 0 4.44 3.79
"26088_iso_1_len_383_ver_2" 0 0 0 2.28 0 0 0 2.96 0 0 0 0 0 0 0 0 0
"26089_iso_1_len_352_ver_2" 0 0 0 3.13 5.9 0 3.92 3.25 13.94 0 14.17 3.02 0 4.83 6.53 12.51 21.81
"2608_iso_2_len_288_ver_2" 74.42 96.14 98.23 187.4 75.77 40.52 55.42 86.92 80.29 8.62 13.07 20.77 0 264.23 87.03 0 13.86
"26090_iso_1_len_356_ver_2" 0 0 0 3.92 34.94 65.92 15.48 25.67 38.9 8.89 7.36 8.64 0 2.5 61.82 17.81 35.78
"26091_iso_1_len_464_ver_2" 3.94 1.97 0 2.62 0 0 2.05 2.4 2.58 0 0 3.12 4.32 1.7 0 2.58 0
"26093_iso_1_len_1313_ver_2" 3.23 2.6 2.96 9.97 5.25 4.53 6.25 5.22 5.2 2.5 4.45 3.6 2.31 6.57 4.39 4.85 5.42
"26094_iso_2_len_561_ver_2" 1.41 0 1.58 0 0 0 0 0 0 0 0 0 2.07 0 0 0 0
"26097_iso_1_len_377_ver_2" 0 0 0 3.48 25.03 63.76 15.39 15.89 47.5 0 7.6 5.31 3.18 0 32.76 13.22 14
"2609_iso_3_len_1400_ver_2" 64.73 70.84 74.73 84.56 82.3 47.65 74.76 73.04 67.19 53.12 53.12 47.04 40.13 92.75 82.07 55.06 63.11
"260_iso_1_len_1500_ver_2" 31.75 36.91 34.92 38.85 26.26 25.8 35.46 33.13 31.38 28.14 29.92 33.43 35.16 37.9 26.41 32.56 32.38
"26100_iso_1_len_439_ver_2" 0 0 0 0 21.37 24.84 14.77 19.44 28.05 5.82 0 5.49 3.77 0 30.46 8.16 10.8
"26101_iso_1_len_696_ver_2" 0 0 0 1 33.1 61.41 15.28 14.76 49.39 7.12 6.81 8.11 5.94 0 50.55 19.28 27.72
"26108_iso_1_len_472_ver_2" 7.43 6.1 9 2.88 0 0 1.67 0 0 0 0 2.85 0 2.67 0 0 0
"2610_iso_4_len_5941_ver_2" 35 31.32 32.92 47.34 28.22 18.88 32.01 34.48 26.57 33.2 34.52 30.74 25.64 42.67 34.18 28.8 22.43
"26117_iso_1_len_364_ver_2" 0 0 0 0 14.66 8.97 9.55 7.69 8.06 0 0 0 0 3.54 6.66 0 0
"2611_iso_1_len_1649_ver_2" 36.71 37.66 34.51 47.97 29.33 43.81 36.86 30.37 40.84 45.14 35.09 66.45 52.06 72.93 33.65 77.9 98.63
"26121_iso_1_len_495_ver_2" 0 0 0 0 52.99 76.46 41.11 29.75 40.27 15.7 7.2 10.19 8.53 0 44.51 14.85 21.99
"26125_iso_1_len_583_ver_2" 0 0 0 1.57 0 0 2.27 2.22 0 0 0 0 0 0 0 0 0
"26127_iso_1_len_1108_ver_2" 2.46 4.43 2.68 5.32 4.04 3.59 5.39 5.42 3.1 0 2.65 3.3 3.86 4.29 5.34 5.94 0
"26129_iso_1_len_394_ver_2" 8.28 7.78 4.42 16.97 3.56 6.43 2.44 0 5.85 4.68 13.17 5.33 4.55 19.29 7.12 15.42 13.34
"2612_iso_1_len_1469_ver_2" 5.52 4.76 5.44 4.9 13.07 8.61 19.26 15.32 13.67 13.73 15.53 18.31 24.35 3.52 9.02 19.47 10.63
"26130_iso_1_len_620_ver_2" 0 0 0 2.15 27.29 35.78 18.77 21.32 37.26 7.18 6.07 5.89 4.66 0 38.14 8.21 25.67
"26135_iso_1_len_620_ver_2" 0 0 0 0 14.15 34.91 8.63 14.11 32.15 3.73 0 4.58 2.24 0 45.64 5.21 19.84
"26137_iso_1_len_504_ver_2" 0 3.05 1.77 1.55 0 0 7.18 4.6 0 0 0 5.71 3.48 2.18 2.6 0 0
"2613_iso_1_len_307_ver_2" 93.32 93.98 99.17 70.28 266.09 206.4 627.6 578.47 370.28 1673.06 256.22 1781.55 1940.69 51.42 297.94 650.93 470.91
"26141_iso_1_len_608_ver_2" 0 0 0 0 12.38 25.33 6.26 7.53 16.99 0 0 2.67 0 0 16.81 4.51 15.98
"26143_iso_1_len_391_ver_2" 2.85 2.92 3.4 0 0 0 0 0 0 0 0 0 0 0 0 0 3.89
"26144_iso_1_len_1230_ver_2" 48.49 42.52 34.11 14.43 0.99 1.51 1.16 1.02 4.45 10.7 25.18 12.03 8.03 21.76 2.04 10.29 15.61
"26145_iso_1_len_517_ver_2" 5.05 2.43 4.08 2.61 9.81 0 10.47 9.14 5.28 0 0 4.57 2.49 2.57 6.32 3.83 0
"26146_iso_1_len_293_ver_2" 0 0 0 0 10.67 13.41 7.36 12.33 10.7 0 0 0 0 0 14.15 3.93 0
"26147_iso_1_len_587_ver_2" 0 0 0 0 0 0 2.39 1.87 0 0 0 0 0 0 2.21 0 0
"26149_iso_1_len_342_ver_2" 0 0 2.71 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2614_iso_3_len_8491_ver_2" 21.57 21.89 21.79 20.56 31.38 19.2 36.83 41.06 23.55 15.67 16.25 15.93 11.61 21.35 35.72 13.87 12.71
